WORD	ABBREVIATION	LANGUAGES
vihovannâ	vihov.	Ukrainian
viikko		Finnish
viikkokatsaus	viikkokats.	Finnish
viikkoluettelo	viikkoluett.	Finnish
viikkomuistio	viikkomuist.	Finnish
viikkotiedote	viikkotied.	Finnish
viikkoviesti		Finnish
viiteluettelo	viiteluett.	Finnish
viitor		Romanian
vijeće		Croatian
vijesn-	vijesn.	Croatian
vijest		Croatian
vijež-		Croatian
vijfjaarlijk-	vijfjaarl.	Dutch
vikarijat-	vikar.	Serbian
vikend		Croatian
viking		French
vikladannâ	viklad.	Ukrainian
vikopnij		Ukrainian
Viksten		Swedish
viktig		Swedish
viktväkt-	viktväkt.	Swedish
vilʹnij		Ukrainian
vilʹnûssk-	vilʹnûs.	Russian
világ		Hungarian
világgazdaság	világgazd.	Hungarian
világhíradó	világh.	Hungarian
világirodal-	világirod.	Hungarian
világít-	vil.	Hungarian
világítástechnika	viltech.	Hungarian
világnézet	világnéz.	Hungarian
világos-	vil.	Hungarian
világpiac		Hungarian
világrész		Hungarian
világszövetség	világszövets.	Hungarian
vilain		French
vîlcea		Romanian
vildmark		Swedish
viljavarasto		Finnish
viljelijä	vilj.	Finnish
viljely	vilj.	Finnish
vilkår		Danish
villa		Multiple Languages
villaägar		Swedish
village		English,French
villàggio		Italian
villamos-	vill.	Hungarian
villamosenergia	villenerg.	Hungarian
villamosenergiaipar	villenergip.	Hungarian
villamosenergiarendszer	villenergrendsz.	Hungarian
villamosgép	villgép.	Hungarian
villamosgépgyár	villgépgy.	Hungarian
villamosipar	villip.	Hungarian
villamosmérnök	villmérn.	Hungarian
villamosvasút	villvasút.	Hungarian
Villanova		English
villatidskrift-	villatidskr.	Swedish
ville		French
Villefranche		French
Villeurbanne		French
Villingen	Vill.	German
villkor	villk.	Swedish
Vilnelė		Lithuanian
Vilnensia		Lithuanian
viļņi		Latvian
Vilnius		Lithuanian
viltekologi	viltekol.	Swedish
viltforskning	viltforsk.	Norwegian
viltkonsulent		Norwegian
viltstell		Norwegian
viltunders-	viltunders.	Norwegian,Swedish
vinafélag	vinafél.	Icelandic
vinarsk-	vinar.	Bulgarian,Slovenian
vinarstv-	vinar.	Bulgarian,Slovenian
vînat	vîn.	Romanian
vînăto-	vîn.	Romanian
Vincennes		French
vincentiaan	vincent.	Dutch
Vincentian	Vincent.	English
vincentien	vincent.	French
vinculación	vincul.	Spanish
vínculo		Spanish
Vindeln		Swedish
vindica-	vindic.	Spanish
vindobona		Latin
vindobonensis	vindob.	Latin
Vindonissa		Latin
vindu		Norwegian
vindue		Danish
vinegar	vineg.	English
vinemaking	vinemak.	English
vineri		Romanian
viñeta		Spanish
vineyard		English
vinge		Norwegian
Vingeanne		French
vingtième		French
vinho		Portuguese
vinič		Slovak
vinice		Slovak
vinicol-	vinic.	French
vinicultur-	vinic.	English,French
vinific-	vinif.	Romanian
vinipeg-	vinip.	Latvian
Vinkeveen		Dutch
vinkov-	vinkov.	Croatian
vinnicʹk-	vinnicʹk.	Ukrainian
vinnick-	vinnick.	Russian
Vinnipeg-	Vinn.	Ukrainian
vinnuvernd		Icelandic
vinodel-	vinodel.	Russian
vinodolsk-	vinod.	Croatian
vinograd-	vinograd.	Russian
vinohrad-	vinohrad.	Czech,Slovak
vínom		Slovak
vinorobstvo	vinorob.	Ukrainian
vinothèque	vinoth.	French
vintage		French
vinter		Danish
vintiö		Finnish
vinttikoira		Finnish
vinttikoirakerho		Finnish
vinyl		English
violación	viol.	Spanish
violao		Portuguese
violati-	viol.	English,French
violence		Multiple Languages
violencia		Spanish
violent		French
violet		Multiple Languages
violin-	violin.	Multiple Languages
violoneux		French
viomēhanike	viomēh.	Greek,Modern (1453- )
vipera		Italian
virágtalan	virágtl.	Hungarian
viral		English,French
virallinen	vir.	Finnish
viranhaltija	viranhalt.	Finnish
virgen		Spanish
virgiliano		Italian
Virgin-Islands	Virg.-Isl.	English
Virginia	Va.	English
virgule		French
virkaa		Finnish
virkamiesjarjesto	virkamiesjarj.	Finnish
virkamiest-		Finnish
virkeslära	virkesl.	Swedish
virkning		Norwegian
virkojen		Finnish
virksomhed	virksh.	Danish
virksomhet	virksh.	Norwegian
virobnictvo	virob.	Ukrainian
Viroin		French
virolog-	virol.	Multiple Languages
viroterap-	viroter.	Russian
Virovitica	Virovit.	Croatian
virovitičk-	virovit.	Serbian
virski	vir.	Croatian
virtaviesti		Finnish
virtic-	virt.	Croatian
virtuae		English
virtual		English
virtualization	virtualiz.	English
virtuel-		French
virtuoso		English
virtuv-	virtuv.	Lithuanian
virtuve		Latvian
virus		Multiple Languages
Virusforschung-	Virusforsch.	German
Virusinfekti-	Virusinfekt.	German
viruskontamin-	viruskontam.	German
Viruskunde	Viruskd.	German
virusn-	virusn.	Russian
virusolog-	virusol.	Russian
virussjukdomar	virussjukd.	Swedish
virziens	virz.	Latvian
visability	visabil.	English
visag-	visag.	French
visant		French
visarkiv	visark.	Swedish
Visayas	Vis.	Multiple Languages
visblad	visbl.	Dutch
visceral	visc.	English,French
Viscora		English
viscous		English
visdom		Swedish
Visegrád	Visegr.	Hungarian
višegradsk-	višegr.	Serbian
viseversa		Norwegian
visible		French
visie		Dutch
visiem		Latvian
Visier		German
vísindafélag	vísindafél.	Icelandic
visinska		Croatian
vision	vis.	English,French
visionary	vision.	English
visionnaire	vision.	French
visit-	visit.	English,French
viskosimetr-	viskosim.	German
vìsnik	vìsn.	Ukrainian
visning	visn.	Swedish
visok-	visok.	Slovenian
visokogradnja	visokograd.	Serbian
visokoškolsk-	visokošk.	Croatian,Serbian
vispārizglītoj-	vispārizglīt.	Latvian
visš-	visš.	Bulgarian
visscher-	visscher.	German
visserij	viss.	Dutch
vissute		Italian
vìst-		Ukrainian
vista		Multiple Languages
vistazo		Spanish
vìstnik-	vìstn.	Ukrainian
visual-	vis.	English
visueel	vis.	Dutch
visuel-	vis.	German
Visum		German
visuomenė	visuom.	Lithuanian
viszeral-	visz.	German
viszony		Hungarian
viszonyít-	viszony.	Hungarian
viszonyl-	viszony.	Hungarian
vita		Lithuanian
vitaal		Dutch
vital-		Spanish
vitalia	vital.	Indonesian
vitaliteit		Dutch
Vitalstoff-	Vitalst.	German
vitamin	vitam.	English,German,Russian
vitamina	vitam.	Italian,Romanian,Spanish
vitamine	vitam.	French
vitamini-	vitam.	Multiple Languages
vitaminn-	vitam.	Russian
vitaminolog-	vitaminol.	Multiple Languages
vitaminov	vitam.	Russian
vitamins	vitam.	German
vitebsk-	vitebsk.	Russian
vitel	vit.	Hungarian
viten		Norwegian
vitenskap	vitensk.	Norwegian
vitešk-		Serbian
vitesse		French
vitězn-	vitěz.	Czech
vítězslava	vítězsl.	Czech
viticol-	vitic.	French
viticultur-	vitic.	English,French
vitiligo		Multiple Languages
vitivinicol-	vitivinic.	Italian
vitivinicultura	vitivinic.	Spanish
vitner		Norwegian
Vitoria		Spanish
vitorlá-	vitorl.	Hungarian
vitr-	vitr.	French
vitréo-rétin-	vitréo-rétin.	French
vitreoretin-	vitreoretin.	English
vitreoretina		English
vitrifié	vitrif.	French
vitrine		French
vitskapsteoretisk	vitskapsteor.	Norwegian
vitterhet	vitterh.	Swedish
vittor-	vittor.	Italian
viure		Catalan
vivant		French
Vivari-		German
vivarienkund-	vivarienkd.	German
vivarois	vivar.	French
vivčennâ	vivč.	Ukrainian
vivencia		Spanish
vivero		Spanish
viverrid	viver.	English
vivienda		Spanish
vivier		French
Viviers		French
vivir		Spanish
vivisectie	vivisect.	Dutch
vivisection	vivisect.	English,French
vivre		French
vivrier	vivr.	French
vixilanc-	vixil.	Spanish
vízállás		Hungarian
Vizant-	Viz.	Russian
vizcaino	vizc.	Spanish
vizcaya	vizc.	Spanish
vízépít-	vízép.	Hungarian
vízépítés	vízép.	Hungarian
vízépítőipar	vízépip.	Hungarian
vízgazdálkodás	vízgazdálk.	Hungarian
vízgépész-	vízgép.	Hungarian
vízhasznosít-	vízhasznos.	Hungarian
vizier		Dutch
vizij-	vizij.	Lithuanian
víziközlekedés	víziközlek.	Hungarian
vizioso		Italian
vízkészlet	vízkészl.	Hungarian
vízkészletgazdálkodás	vízkészlgazdálk.	Hungarian
vízminőség	vízmin.	Hungarian
vízminőséggazdálkodás	vízmingazdálk.	Hungarian
vízminőségszabályozás	vízminszab.	Hungarian
vízrajz	vízr.	Hungarian
vizsga		Hungarian
vizsgál-	vizsg.	Hungarian
vizsgálat	vizsg.	Hungarian
víztechnológia	víztechnol.	Hungarian
vizuală	viz.	Romanian
vizuális	viz.	Hungarian
vízügy	vízü.	Hungarian
vízvédel-	vízvéd.	Hungarian
vjenč-	vjenč.	Croatian
vjer-	vjer.	Croatian
Vjesnica		Croatian
vjesnik-	vjesn.	Serbian
vjestnik-	vjestn.	Croatian
vjetar	vjet.	Albanian
vkluč-	vkluč.	Macedonian
vklûč-	vklûč.	Russian
vkus-		Russian
vlaamsch-	vlaam.	Dutch
vlaamse	vlaam.	Dutch
Vlaanderen	Vlaan.	Dutch
Vlaardingen	Vlaard.	Dutch
Vlaardings	Vlaard.	Dutch
vladimirsk-	vladimir.	Russian
vladivostoksk-	vladivost.	Russian
vládn-	vlád.	Czech
vlagtwedder	vlagtwedd.	Dutch
vlak-	vlak.	Czech
vlakglas		Dutch
vlákno		Czech
vlaming-	vlam.	Dutch
Vlasenick-	Vlasen.	Croatian
vlasništv-	vlasn.	Croatian
vlast-		Czech
vlastivěd-	vlastivěd.	Croatian,Czech
vlastnictví	vlastn.	Czech
vlastnost-	vlastn.	Czech
vlees		Dutch
vleesdistributie	vleesdistrib.	Dutch
vleestechnologie	vleestechnol.	Dutch
vleesvee		Dutch
vleesverwerk-	vleesverwerk.	Dutch
vleeswaren		Dutch
vleeswarenfabriek	vleeswarenfabr.	Dutch
vleeswarenindustrie	vleeswarenind.	Dutch
vleeswereld		Dutch
vleků		Czech
Vleuten		Dutch
vliânie		Russian
vliegen		Dutch
vliegtuig		Dutch
vliegtuigencyclopedie	vliegtuigencycl.	Dutch
vliegtuigreparatiebedrijven	vliegtuigreparatiebedr.	Dutch
vliegwereld		Dutch
Vlieland	Vliel.	Dutch
Vliesstoff	Vliesst.	German
Vlissingen	Vlissing.	Dutch
vloek-		Dutch
vloer-		Dutch
vloerbedekking	vloerbedekk.	Dutch
vloermatteindustrie	vloermatteind.	Dutch
vloženie	vlož.	Russian
vluchteling-	vluchtel.	Dutch
vlugblad	vlugbl.	Dutch
vlugschrift-	vlugschr.	Dutch
vnatreš-	vnatr.	Macedonian
vnedrenie	vnedr.	Russian
vnešn-	vneš.	Russian
vneuročn-	vneuroč.	Russian
vnitřn-	vnitř.	Czech
vnitřopoliticky	vnitřopolit.	Czech
vnutrenn-	vnutr.	Russian
vnutrireaktor-	vnutrireakt.	Russian
vocabulaire	vocab.	French
vocabular-	vocab.	English
vocacion-	vocac.	Spanish
voćarstvo	voćar.	Croatian
vocation-	vocat.	English,French
vocero		Spanish
vodân-	vod.	Russian
vodárenské	vodáren.	Slovak
vodič		Serbian
vodn-	vodn.	Russian
Vodňany		Czech
vodnohimi-	vodnohim.	Russian
vodočn-	vodočn.	Russian
vodoem		Russian
vodohospodar-	vodohospod.	Czech
vodohozâjstv-	vodohoz.	Russian
vodohraniliŝ-	vodohran.	Russian
vodoobmen	vodoobm.	Russian
vodoohran-	vodoohr.	Russian
vodopodgotov-	vodopod.	Russian
vodoprivreda	vodoprivr.	Croatian
vodoroslʹ		Russian
vodosnabžen-	vodosnabž.	Russian
vodostopanski	vodostop.	Serbian
vodougolʹn-	vodougolʹn.	Russian
voeding		Dutch
voedingsbranche		Dutch
voedingsmiddel	voedingsm.	Dutch
voedingsonderzoek-	voedingsonderz.	Dutch
voedingsoplossing-	voedingsoploss.	Dutch
voedingsorganisat-	voedingsorgan.	Dutch
voedingsprodukt-	voedingsprod.	Dutch
voedingsvereniging	voedingsver.	Dutch
voedsel		Dutch
voedselvraagstuk-	voedselvraagst.	Dutch
voedselwetenskap-	voedselwet.	Afrikaans
voenn-	voen.	Russian
Voerde		German
Voerendaal	Voerend.	Dutch
voertui-	voert.	Afrikaans
voetbal	voetb.	Dutch
voeten		Dutch
Vogel		German
vogelbescherming	vogelbescherm.	Dutch
Vogelenzang	Vogelenz.	Dutch
Vogelkund-	Vogelkd.	German
vogelkundlich	vogelkdl.	German
Vogelschutz		German
vogelvrije		Dutch
Vogelwelt		German
Vogesen		German
voglioso		Italian
vogtigheid	vogtigh.	Afrikaans
Vogtländ-	Vogtländ.	German
vogue		Multiple Languages
Vohenstrauss		German
voiaj-	voiaj.	Romanian
voice		English
voilier	voil.	French
voima		Finnish
voimatekniik	voimatek.	Finnish
voimayhtiö	voimay.	Finnish
voisin		French
voisinage	voisin.	French
voiteluainelaborator-	voiteluainelab.	Finnish
voitto		German
voiture		French
voiturier	voitur.	French
voivod-	voiv.	Romanian
voják		Czech
vojašk-	vojaš.	Slovenian
vojen-	vojen.	Czech
Vojens		Danish
vojenskozdravotn-	vojenskozdrav.	Czech
vojn-	vojn.	Serbian
vojnoe̊konom-	vojnoe̊kon.	Croatian
vojnoistor-	vojnoistor.	Croatian
vojnomedicin-	vojnomed.	Croatian
vojnonaučn-	vojnonauč.	Croatian
vojnosanitet-	vojnosanit.	Czech
vojnotehni-	vojnoteh.	Croatian
vojnozgodov-	vojnozgod.	Slovenian
vojsk-	vojs.	Croatian
vojvod-	vojv.	Croatian
vokal		Indonesian
vokiečiu̢	vokieč.	Lithuanian
Vokietija	Vokiet.	Lithuanian
voksen		Danish
voksenopplæring	voksenopplær.	Norwegian
voksenpedagogisk	voksenpedagog.	Norwegian
volaan		Dutch
volaille		French
volante		Spanish
volbloed		Dutch
volcanic	volcan.	English
Volcano		English
volcanolog-	volcanol.	English,French
Volda		Norwegian
voleibol	voleib.	Catalan
volejbal	volejb.	Czech
voleur		French
voleybol	voleyb.	Turkish
volgar-	volg.	Italian
volgograd-	volgogr.	Russian
volitans		Latin
volitve	volit.	Slovenian
volken		Dutch
volkenkunde	volkenkd.	Dutch
volkenrecht	volkenr.	Dutch
Volkenrode		German
Völkerbeschreibung	Völkerbeschreib.	German
Völkerkunde	Völkerkd.	German
völkerkundlich-	völkerkdl.	German
Völkerpsychologie	Völkerpsychol.	German
Völkerrecht	Völkerr.	German
völkerrechtlich-	völkerrechtl.	German
Völkerverständigung	Völkerverständ.	German
Völkerwanderung	Völkerwander.	German
volksalmanak	volksalm.	Dutch
Volksbildung	Volksbild.	German
Volksblatt	Volksbl.	German
volksboek-	volksb.	Dutch
Volksbuch	Volksb.	German
Volksbühne		German
volkscredietwezen		Dutch
volkscultuur	volkscult.	Dutch
volksdans		Dutch
volksdansgroep-	volksdansgr.	Dutch
Volksdemokratie	Volksdemokr.	German
Volksdichtung	Volksdicht.	German
Volkseinkommen	Volkseinkomm.	German
Volksernâhrung	Volksernâhr.	German
Volksforschung	Volksforsch.	German
Volksgesundheit	Volksgesundh.	German
volksgezondheid-	volksgezond.	Dutch
Volksglaube		German
Volksgruppe	Volksgr.	German
Volksheimstättenwerk	Volksheimstättenw.	German
Volkshochschule	Volkshochsch.	German
volkshogeschool	volkshogesch.	Dutch
volkshuisvesting	volkshuisv.	Dutch
Volkskalender	Volkskal.	German
Volkskultur	Volkskult.	German
Volkskunde	Volkskd.	German
volkskundig	volkskd.	Dutch
volkskundlich-	volkskdl.	German
Volkskunst		German
volksleven		Dutch
Volkslied		German
Volksmarine	Volksmar.	German
volkspartij		Dutch
volksrepubliek	volksrepub.	Dutch
Volksrepublik	Volksrepub.	Dutch
Volksschule	Volkssch.	German
Volkssport		German
Volkssternwarte		German
Volkstanz		German
Volkstum		German
volksunie		Dutch
volksvoeding-	volksvoed.	Dutch
Volkswagen		German
Volkswagenwerk	Volkswagenw.	German
Volksweise		German
Volkswirtschaft	Volkswirtsch.	German
Volkswohlfahrt		German
Volkszählung	Volkszähl.	German
Volkszeitung-	Volksztg.	German
Vollbauernstelle		German
volledig		Dutch
Vollegrond		Dutch
vollegrondsgroente		Dutch
Vollendung	Vollend.	German
volleyball	volleyb.	English,French
volljährig	volljähr.	German
Vollredaktion	Vollred.	German
vollschlank		German
Vollsitzung	Vollsitz.	German
vollständig-	vollst.	German
Vollzug		German
volmaking	volmak.	Dutch
volmolen		Dutch
voloč-	voloč.	Russian
vologodsk-	vologod.	Russian
volokno	volok.	Russian
volont-	volont.	French
voltage	volt.	English,French
voltaic	volta.	Catalan
voltaïque	volta.	French
volte-face		French
voltig-	voltig.	French
voltooi		Afrikaans
volum-	vol.	Multiple Languages
Volumenersatzmittel-	Volumenersatzm.	German
volunt-	volunt.	Multiple Languages
volupté		French
Volusia	Volus.	English
volute		French
volvent-		Italian
volver		Spanish
volwassene	volwass.	Dutch
volžsk-	volž.	Russian
vonal		Hungarian
vonás		Hungarian
vonatkoz-	von.	Hungarian
voopost		Dutch
voorbeeld		Dutch
voorbereidend	voorbereid.	Dutch
voorbereiding	voorbereid.	Dutch
voorbericht	voorber.	Dutch
Voorburg	Voorbg.	Dutch
Voorde		Dutch
voordracht-	voordr.	Dutch
voorgelegd	voorgel.	Dutch
voorgeslacht		Dutch
voorheen	voorh.	Dutch
Voorhout		Dutch
voorjaarsbloei-	voorjaarsbloei.	Dutch
võõrkeel-	võõrkeel.	Estonian
voorkomen		Dutch
voorleesboek	voorleesb.	Dutch
voorlichting	voorlicht.	Dutch
voorligting	voorligt.	Afrikaans
voorlopig	voorlop.	Dutch
voorlopige	voorlop.	Dutch
voormengsel		Dutch
voornaamste		Dutch
voornamste		Dutch
Voorne-Putten	Voorne-Putt.	Dutch
voorproef		Dutch
voorraadbeheer		Dutch
voorrang		Dutch
voorschot-		Dutch
voorstellen	voorstel.	Dutch
voorstudie	voorstud.	Dutch
voortbreng-	voortbr.	Dutch
voortent-		Dutch
voortgang		Dutch
voortgangsrapportage	voortgangsrapp.	Dutch
voortgezet	voortg.	Dutch
Voorthuizen		Dutch
voortschrijden-	voortschrijd.	Dutch
vooruit		Dutch
vooruitblik		Dutch
vooruitz-	vooruitz.	Dutch
vooruž-	vooruž.	Russian
voorwaard-		Dutch
voorwaardelijk	voorwaardel.	Dutch
voorwerpen		Dutch
voorzetten		Dutch
voorzieningen	voorzien.	Dutch
voorzitter	voorzitt.	Dutch
voorzorg		Dutch
vopros-	vopr.	Russian
Voranmeldung	Voranmeld.	German
Vorarbeit	Vorarb.	German
Vorarlberg	Vorarlb.	German
voraus		German
Vorausberechnung	Vorausberechn.	German
Vorausinformation	Vorausinf.	German
Vorbehandlung-	Vorbehandl.	German
Vorbemerkung	Vorbemerk.	German
Vorbereitung	Vorbereit.	German
vorbeugen	vorbeug.	German
Vorbildung	Vorbild.	German
Vorderasiat-	Vorderasiat.	German
Vorderer	Vord.	German
Vordruck		German
Vorgang		German
Vorgänge		German
vorgehen		German
Vorgeschichte	Vorgesch.	German
vorgeschichtlich	vorgesch.	German
Vorgesetze		German
vorhaben	vorh.	German
Vorhang		German
Vorlage	Vorl.	German
vorläufig-	vorläuf.	German
Vorlesung	Vorles.	German
vormals	vorm.	German
Vormärz		German
vormen		Dutch
vormgeving		Dutch
vorming		Dutch
vormingscentrum	vormingscent.	Dutch
vormingsgids		Dutch
vormingswerk	vormingsw.	Dutch
Vormundschaft	Vormundsch.	German
vornehmlich	vornehml.	German
vornemlich	vorneml.	German
voronegien-	voroneg.	French
voronežsk-	voronež.	Russian
vorošilovgradsk-	vorošilovgr.	Russian
vorošilovsk-	vorošilov.	Russian
Vöröskereszt		Hungarian
Vorpommern		German
vorpommersch-	vorpommer.	German
Vorratspflege	Vorratspfl.	German
Vorratsschutz		German
Vorratsschutzgerät		German
Vorschau		German
Vorschlag		German
Vorschlagswesen	Vorschlagswes.	German
Vorschrift-	Vorschr.	German
Vorschule	Vorsch.	German
Vorsicht		German
vorsitz-	vorsitz.	German
Vorsorge		German
Vorsorgeeinricht-	Vorsorgeeinricht.	German
Vorsorgemedizin-	Vorsorgemed.	German
Vorsprung		German
Vorstadium	Vorstad.	German
Vorstand		German
vorstenland-	vorstenl.	German
vorteilhaft		German
vortex		English
Vorträg	Vortr.	German
vöruflokk-	vöruflokk.	Icelandic
vörumerk-		Icelandic
Vorurteil	Vorurtl.	German
Vorurtheil-	Vorurthl.	German
vorwärts		German
vorwärtsstreb-	vorwärtsstreb.	German
Vorzeit	Vorz.	German
Vosges		French
vosgien	vosg.	French
voskresnyj	voskres.	Russian
vospalen-	vospal.	Russian
vospitač-	vosp.	Croatian
vospitanie	vosp.	Russian
vospitatelʹnyj	vospit.	Russian
vosproizvodstv-	vosproizvod.	Russian
vossisch-	voss.	German
vossoedinen-	vossoedin.	Russian
vosstanov-	vosstanov.	Russian
vosstanovitelʹn-	vosstanov.	Russian
vostočn-	vost.	Russian
vostok	vost.	Russian
voter		English
vouwstoff-	vouwst.	Dutch
vouwwagen	vouwwag.	Dutch
Voxtorp		Swedish
voyag-	voyag.	French
voyeur		French
vozač		Serbian
vozdejstvi-	vozdejstv.	Russian
vozdelyv-	vozdel.	Russian
voždovačk-	vožd.	Serbian
vozdušn-	vozdušn.	Russian
vozidiel		Slovak
vozidlo		Czech
vozilo	voz.	Croatian
voznesensk-	voznesensk.	Russian
Vozobnovl-	Vozobnov.	Russian
vozrast		Russian
vozrastn-	vozrastn.	Russian
vozroždenie	vozrožd.	Russian
vprašanje	vpraš.	Slovenian
vraag		Dutch
vraagbaak		Dutch
vraagstuk	vraagst.	Dutch
vrabec		Bulgarian
vračebn-	vrač.	Russian
vranc-	vranc.	Romanian
vranjsk-	vranj.	Serbian
vraŝenie	vraŝ.	Russian
Vratislav-	Vrat.	Polish
Vraždin	Vražd.	Croatian
vrbnički	vrbnič.	Croatian
Vrbovec	Vrb.	Croatian
Vreden		German
vredesaktie		Dutch
vredesberaad		Dutch
vredeseiland-	vredeseil.	Dutch
vredeshuis		Dutch
vredesnaam		Dutch
vredesopvoeding		Dutch
vredesvraagstuk-	vredesvraagst.	Dutch
vreditel-	vred.	Russian
vrednyj	vred.	Russian
vreemd		Dutch
vreemdeling	vreemd.	Dutch
vreizh		Breton
vrelci	vrel.	Slovenian
vremâ		Russian
vremen-	vrem.	Croatian
vremennik	vrem.	Russian
vrhovn-	vrh.	Serbian
vriend		Dutch
vriendenblad	vriendenbl.	Dutch
vriendenkring		Dutch
vriendschap	vriendsch.	Dutch
vrijbaan		Dutch
vrije		Dutch
vrijednosni-	vrijed.	Croatian
vrijetijd		Dutch
vrijetijdsbesteding	vrijetijdsbested.	Dutch
vrijetijdssector	vrijetijdsect.	Dutch
vrijheid	vrijh.	Dutch
vrijstaat		Dutch
vrijstelling	vrijstell.	Dutch
vrijwillig	vrijw.	Dutch
vrijzinnig	vrijz.	Dutch
vrîncean-	vrînc.	Romanian
vrličko	vrlič.	Croatian
vrnjačk-	vrnjač.	Serbian
vroegchristelijk	vroegchrist.	Dutch
vroeger		Dutch
vrommes		Dutch
vrouwelijk		Dutch
vrouwen		Dutch
vrouwenarbeid	vrouwenarb.	Dutch
vrouwenbeweging	vrouwenbew.	Dutch
vrouwenburo		Dutch
vrouwencontact		Dutch
